trip_id,ssvid,main_engine_power_kw,tonnage_gt,length_m,flag,vessel_class,to_anchorage_id,from_anchorage_id,vessel_id,trip_start_confidence,trip_end_confidence,from_port,from_country_iso3,to_port,to_country_iso3,departure_date,arrival_date,hours,distance_nm,emissions_co2_mt,emissions_ch4_mt,emissions_n2o_mt,emissions_nox_mt,emissions_sox_mt,emissions_co_mt,emissions_vocs_mt,emissions_pm2_5_mt,emissions_pm10_mt,fuel_consumption_mt,main_engine_energy_use_kwh,aux_engine_energy_use_kwh,aux_boiler_energy_use_kwh,departure_lon,departure_lat,arrival_lon,arrival_lat
636015776-7c65fb719-9a0c-ccb9-c4ea-862f8f015f91-0167eac4b438,636015776,11580.493333333334,42341,229.02216880233698,LBR,tanker.oil,80dd39e3,356dd42b,7c65fb719-9a0c-ccb9-c4ea-862f8f015f91,4,4,YEOSU,KOR,LONG BEACH,USA,2018-12-26,2019-01-17,527.6619444444448,6014.361124382483,1711.0888737449081,0.027508284192271623,0.08893394292434048,36.97589687555934,10.684435379654943,1.498580251248069,1.6730171962521234,1.5945839416546794,1.7332434148420437,539.0735485217792,2422039.9076728914,295469.66944444465,147769.36666666676,127.89606757417816,34.673351895125094,-118.21901884250401,33.701226547239806
351994000-c9868248e-e17a-5010-819b-b36de819c017-017fa5cbaee6,351994000,12513.173333333334,156692,240.37607999999997,PAN,tanker.oil,80858427,3588cbdb,c9868248e-e17a-5010-819b-b36de819c017,4,4,CHANGXINGDAO,CHN,SAUSALITO,USA,2022-03-20,2022-04-08,471.3633055555557,5674.6324401671445,1934.1648118425874,0.032222114397433645,0.10286370019873788,43.0034518526348,2.9976963701624855,1.7518279576755036,1.947877892070029,1.1981618019128013,1.3023497846878294,609.3523265023166,2771033.7284831824,405372.4427777778,141408.99166666667,121.20241225120388,39.41883771924725,-122.4765237650531,37.83271431143845
248458000-3018125f4-4eee-77b4-85d5-91cfe9fbd287-0164f1607d70,248458000,25140.286666666667,161382,320.6885266666666,MLT,tanker.oil,80dd3af5,3e4a1b4d,3018125f4-4eee-77b4-85d5-91cfe9fbd287,4,4,RAS TANURA,SAU,LONG BEACH,USA,2018-07-31,2018-09-15,687.8800000000002,7061.9738149620225,4111.313712205218,0.06874880270673654,0.21553915472062457,90.82347535301676,25.673110207064187,3.7004353893196695,4.209656941865745,3.8942730629220366,4.232905503176122,1295.2580019131528,6014723.915388144,608795.2555555552,318298.61111111083,50.184044149896444,26.671687254923018,-118.15423106909324,33.69769763769629
538002947-bde13a4a7-7c5a-3bf9-dd15-2bb70519836f-0164af23ac20,538002947,12342.501904761904,42403,219.27189333333328,DEU,tanker.oil,80858427,8fd497e3,bde13a4a7-7c5a-3bf9-dd15-2bb70519836f,4,4,ESMERALDAS,ECU,SAUSALITO,USA,2018-07-18,2018-07-30,271.66722222222273,3537.537924529955,1221.5207909994824,0.020916107771482985,0.06606769375524756,28.383027736260125,7.62805402483924,1.1361841488224702,1.2881821007338365,1.1969066819018752,1.3009855238063819,384.83689311290306,1923089.5846079285,152068.6805555557,76141.06666666674,-79.74349622486491,1.030622916790416,-122.4765237650531,37.83271431143845
477229100-f9db01e4c-c16d-db24-8969-1f4371dee189-01590bedbd58,477229100,9133.376244852609,30241,183.9853846755858,HKG,tanker.oil,80858421,86c976dd,f9db01e4c-c16d-db24-8969-1f4371dee189,4,4,GUAYMAS,MEX,SAUSALITO,USA,2016-12-17,2016-12-26,212.4027777777778,1889.7079293403858,532.5116336309583,0.009170613161974926,0.028737107050784447,11.713524313870993,3.324973260511338,0.48635770341012063,0.5553616252645934,0.5157959941256911,0.560647819701838,167.76614696499053,744632.3134675917,108975.65555555557,57348.75000000006,-110.84512374235534,27.857934075848238,-122.4743002111722,37.83236822500426
413310310-77f618f15-5466-cf3b-93be-b74e8093cf9b-018a736fbba8,413310310,9292.646666666667,37101.486666666664,195.01467333333338,CHN,tanker.oil,80dd3af5,356c2ca1,77f618f15-5466-cf3b-93be-b74e8093cf9b,4,4,YEOSU,KOR,LONG BEACH,USA,2023-09-08,2023-09-25,422.6352777777779,5404.598251228043,1469.7170077418675,0.024681469700601467,0.07907205211918839,33.22963645599426,2.278018020041536,1.342465688667249,1.507397870071345,0.9221134150906367,1.0022971903159088,463.03014572856637,2200533.4568214915,236675.75555555595,118337.87777777798,127.996417701957,34.59913255904116,-118.15423106909324,33.69769763769629
259833000-06a6d09aa-a7b0-3861-1448-b1fbaabd88a8-0157946e86f0,259833000,11820.822,81270,226.5172666666666,NOR,tanker.oil,808573f9,8e853dc9,06a6d09aa-a7b0-3861-1448-b1fbaabd88a8,4,4,SAN NICOLAS,ABW,SELBY,USA,2016-10-05,2016-11-21,1132.3908333333338,12622.852403100187,4198.402363539397,0.07058406617589115,0.22397132407600073,92.3860401694579,26.212492144392968,3.7959383785865715,4.249270313996875,4.01811781676953,4.36751936605384,1322.6925158635122,5846076.164286504,966959.9305555555,355800.1388888889,-69.93298032979568,12.436544872731504,-122.26143880057114,38.05691803940565
538008861-2756a64bc-c88b-ee36-bd5e-55764fcf5a2c-019736803f80,538008861,11405.855555555556,42465.64333333333,218.84988666666672,MHL,tanker.oil,80dd3a03,bdb262cd,2756a64bc-c88b-ee36-bd5e-55764fcf5a2c,4,4,PUNTA ARENAS,CHL,LONG BEACH,USA,2025-06-03,2025-06-24,502.0149999999997,5946.506377241507,1844.5014502298334,0.029236534535702994,0.09696268262232417,39.10217876064962,2.859040542868104,1.5957251388255487,1.7828793158930938,1.1002718969823624,1.1959477141112616,581.1053644430135,2568265.592904502,283233.65277777775,238661.9638888887,-70.9229536019316,-53.21600594673817,-118.20358504750276,33.70254110760256
636014128-53afa0507-7b1f-c11f-1619-469cee49fbc0-0191d714eed8,636014128,11964.52,41676,222.61464666666657,LBR,tanker.oil,80dd3a03,904970df,53afa0507-7b1f-c11f-1619-469cee49fbc0,4,4,BAYOVAR,PER,LONG BEACH,USA,2024-09-09,2024-09-19,248.7152777777781,3240.274022550093,1115.8877040549241,0.019241217538062745,0.06062358020741225,26.049380538464355,1.7296536485919765,1.043982373823638,1.185167374180565,0.71679143720189,0.7791211273933588,351.55746617893703,1764231.117678396,139275.59722222222,69645.94444444442,-81.02689930412423,-5.761584154969365,-118.20358504750276,33.70254110760256
319070500-ddb1da203-3458-887c-1b58-99754108665b-015dd6cde0f8,319070500,19731.753333333334,81345,271.6747200843886,CYM,tanker.oil,80856fa1,00998023,ddb1da203-3458-887c-1b58-99754108665b,4,3,BOTAFOGO,BRA,MARTINEZ,USA,2017-08-12,2017-08-13,27.839999999999993,258.03273519105966,127.47613254388148,0.0020069052434236114,0.00658351368302538,2.6016963821095094,0.79597938454432,0.10790477969851842,0.12096817775381664,0.11668734647459444,0.126834072254994,40.160976652710815,164072.5255004008,26044.613888888874,17421.499999999985,-43.167929000328115,-22.945378474086894,-122.13070705467614,38.032490013012676
414490000-bf8557bd8-8e63-a961-9059-778d88981a1b-017850b459a0,414490000,16569.106666666667,90477.34133333333,280.48176666666654,CHN,tanker.oil,80dd3af5,31da2e5b,bf8557bd8-8e63-a961-9059-778d88981a1b,4,4,PASIR GUDANG,MYS,LONG BEACH,USA,2021-03-20,2021-04-16,644.1244444444449,7764.432329362766,3247.7657143833185,0.05462860293277844,0.17248128559028753,73.46531540146657,5.03381212222563,2.9640985708373533,3.331553697954374,2.031077559578621,2.2076929995419734,1023.1988189473357,4850652.969214778,553677.247222222,193836.83333333334,104.16110781085176,1.2948559252229546,-118.15423106909324,33.69769763769629
636019117-93ff72a32-232a-43b5-38e4-a560f65e0f13-01737d4f0b18,636019117,19093.06,83672.94,275.31896666666665,LBR,tanker.oil,808573f9,31da250b,93ff72a32-232a-43b5-38e4-a560f65e0f13,4,4,SINGAPORE,SGP,SELBY,USA,2020-07-23,2020-08-21,688.4036111111113,8229.275032819134,4148.7901656557915,0.0720430953755218,0.22436021381905194,96.79895995635,6.4305468743040795,3.890603914475373,4.424514156391304,2.6644159791111868,2.8961043251208536,1307.0646628174293,6498582.642376081,587484.3527777778,217302.47222222207,104.07355872105079,1.2915326063859256,-122.26143880057114,38.05691803940565
477004100-50b2fd526-6757-8cc5-4f79-5cd8fd21f20b-01764863a6b8,477004100,27605.826666666668,165965,327.8868199999998,HKG,tanker.oil,80dd3af5,104008af,50b2fd526-6757-8cc5-4f79-5cd8fd21f20b,4,4,NGA-52,NGA,LONG BEACH,USA,2020-12-09,2021-01-23,1077.844722222222,11457.030074698392,7088.965824761907,0.12063292907397752,0.37359643289079636,161.50068010032786,10.98792235425124,6.502674484155051,7.422451446864272,4.444809023793323,4.8313141562970845,2233.359333955589,10878089.410265014,918740.3111111117,359601.16666666686,5.135213481838626,5.212941231933645,-118.15423106909324,33.69769763769629
311125000-1cdcf841a-af56-857c-ea00-4f782b72f368-015ac90c5100,311125000,23114.96,81230,311.7883666666667,BHS,tanker.oil,808573f9,8fd497e3,1cdcf841a-af56-857c-ea00-4f782b72f368,4,4,ESMERALDAS,ECU,SELBY,USA,2017-03-13,2017-04-11,684.7147222222219,4537.475231623368,2799.6971423227574,0.04873623288919892,0.15047774260969404,61.389227887118466,17.481191615411664,2.5589748903966703,2.9538241936557044,2.707692654691935,2.9431441898825366,882.0359665490666,3890122.4123177486,568389.8527777776,297918.9722222223,-79.74349622486491,1.030622916790416,-122.26143880057114,38.05691803940565
