trip_id,ssvid,main_engine_power_kw,tonnage_gt,length_m,flag,vessel_class,to_anchorage_id,from_anchorage_id,vessel_id,trip_start_confidence,trip_end_confidence,from_port,from_country_iso3,to_port,to_country_iso3,departure_date,arrival_date,hours,distance_nm,emissions_co2_mt,emissions_ch4_mt,emissions_n2o_mt,emissions_nox_mt,emissions_sox_mt,emissions_co_mt,emissions_vocs_mt,emissions_pm2_5_mt,emissions_pm10_mt,fuel_consumption_mt,main_engine_energy_use_kwh,aux_engine_energy_use_kwh,aux_boiler_energy_use_kwh,departure_lon,departure_lat,arrival_lon,arrival_lat
477699100-f4d825e7c-cb16-833e-b142-6b2a3cfa39f5-01571867e2e0,477699100,25832.446666666667,165209,332.01983999999993,HKG,tanker.oil,80dd3af5,3e4a768f,f4d825e7c-cb16-833e-b142-6b2a3cfa39f5,4,4,RAS TANURA,SAU,LONG BEACH,USA,2016-09-11,2016-10-21,882.5661111111112,10655.694530504778,6910.870396463026,0.12108835881770835,0.373120958383974,163.4800802481566,43.15684572330046,6.533956458748808,7.487572390781938,6.811890930887189,7.404229272703461,2177.2516611841256,11173039.766473774,754677.7305555552,279200.25000000006,50.06877351530459,26.947236824397834,-118.15423106909324,33.69769763769629
351001000-174fddac1-1440-4282-0073-d9e37c917ddf-0152eb071d10,351001000,8795.187097531407,28725,183.81624301741618,PAN,tanker.oil,80858427,86ba3911,174fddac1-1440-4282-0073-d9e37c917ddf,4,4,TOPOLOBAMPO,MEX,SAUSALITO,USA,2016-02-16,2016-02-25,202.66833333333312,1688.148557970833,473.04863175081914,0.007744625836437392,0.025350000190499516,10.222097901885528,2.9536168406973276,0.4208986994001907,0.46632564189950976,0.4509338904268911,0.49014553307270764,149.03247039777247,648306.6945938832,104093.33333333337,54720.45000000003,-109.06166257345416,25.579785995611786,-122.4765237650531,37.83271431143845
636017252-0828e72e7-79fb-ba2b-ecb5-ead0f494064b-015e8979d6a8,636017252,19296.76,154133,257.40800666666655,LBR,tanker.oil,80dd3a07,3e4a7411,0828e72e7-79fb-ba2b-ecb5-ead0f494064b,4,4,RAS TANURA,SAU,LONG BEACH,USA,2017-09-16,2017-11-02,1106.7744444444431,11592.30154887579,5844.46243991227,0.10041706825490418,0.3149564266072443,133.66040515875287,36.49450856110702,5.411774877819572,6.140919936698834,5.696282577463493,6.191611497242923,1841.2809975942614,8850262.650650205,932941.3944444442,401315.08333333343,50.08652452397077,26.926952447697893,-118.19662979650442,33.7089787584379
538011518-6e74157f2-2814-163c-5219-3c546e7849e0-019ec31da728,538011518,13508.926666666666,72953.55333333333,249.54873333333342,MHL,tanker.oil,80dd3af5,959fda57,6e74157f2-2814-163c-5219-3c546e7849e0,4,4,RECALADA ANCHORAGE,URY,LONG BEACH,USA,2026-06-13,2026-07-20,884.2841666666696,7725.140075593941,2922.0760805926293,0.04759149958792887,0.15429853518772146,62.08231075451694,4.528672923745937,2.578622878872,2.84510050295433,1.7587468709462235,1.9116813814632883,920.5899672835378,3849712.0178093733,739204.7249999994,313554.8611111109,-55.62140833628023,-35.12132483308531,-118.15423106909324,33.69769763769629
538006645-463622ab8-8b00-d1c4-23e3-b642e9a7d308-0164085d2358,538006645,11681.413333333334,40763,231.96189333333305,MHL,tanker.oil,80858427,5ee0886f,463622ab8-8b00-d1c4-23e3-b642e9a7d308,4,4,VANINO,RUS,SAUSALITO,USA,2018-06-16,2018-07-01,362.4886111111111,4339.778038630293,1359.4813702066162,0.022739698365190235,0.07245155147961416,30.62697150636983,8.489248932486971,1.235518736647449,1.3922475600633561,1.3064400563564298,1.420043539517861,428.3008209872188,2040731.6159231393,202445.17222222217,102123.61111111108,140.4835027828773,49.08672448145055,-122.4765237650531,37.83271431143845
538002279-c4114be70-0ecc-b8f4-a703-780a1b493a9b-015a58c20250,538002279,11722.753333333334,40343,225.3105399999999,MHL,tanker.oil,80dd3af5,8424d5c7,c4114be70-0ecc-b8f4-a703-780a1b493a9b,4,4,MANZANILLO,MEX,LONG BEACH,USA,2017-02-19,2017-02-24,113.84944444444432,1214.8758353758335,330.72425698634805,0.005178686095360593,0.016881677872630008,6.914478629391247,2.0650521903137804,0.28208671692727,0.31316264139456734,0.3013851696849851,0.3275925757445492,104.1936726318664,445402.86402781407,63732.54999999997,31904.288888888866,-104.31819075612162,19.078326068664442,-118.15423106909324,33.69769763769629
636017501-07dde3888-8293-0fdf-a18c-7be1201db42d-015ede661e60,636017501,11822.286666666667,57164,240.31918666666635,LBR,tanker.oil,80858427,31d9fc1b,07dde3888-8293-0fdf-a18c-7be1201db42d,4,4,NIPAH ANCHORAGE,IDN,SAUSALITO,USA,2017-10-02,2017-10-26,98.961388888889,1122.3131049688336,388.7660310863786,0.006947642373996649,0.021169929416986737,8.913418790233944,2.427470507319219,0.36622180600046894,0.42362543852325474,0.38398967205185747,0.4173800783172358,122.47955939089809,578450.3812439864,70360.8444444444,28944.92222222226,103.62144752453528,1.0966999433533196,-122.4765237650531,37.83271431143845
538008768-7c42dd93a-aa27-2655-6e2e-306ae5963382-01707f3f8068,538008768,12644.553333333333,81076,274,DEU,tanker.oil,80dd3a03,101510b7,7c42dd93a-aa27-2655-6e2e-306ae5963382,4,4,BONGA TERMINAL,NGA,LONG BEACH,USA,2020-02-26,2020-04-07,234.27944444444444,2797.301666810763,944.2359856394042,0.015371455294299891,0.04977156904107008,20.365184410105698,1.4634427948184219,0.8337914003512568,0.9259070606886408,0.5720197841573954,0.6217606349536913,297.4784863281023,1295809.4974592733,206803.25555555575,90347.05555555545,4.637054024920484,4.565382316188451,-118.20358504750276,33.70254110760256
538007910-6678a0ad9-9717-6fce-0016-515cb728f200-016d8a7c9338,538007910,11552.76,42010,227.1659266666662,DEU,tanker.oil,80858427,60075375,6678a0ad9-9717-6fce-0016-515cb728f200,4,4,SHIMOTSU,JPN,SAUSALITO,USA,2019-10-02,2019-10-19,425.464166666667,4962.730924422306,1503.6129949702765,0.024707083930026665,0.07918605644564622,33.26066840931929,9.389123727753972,1.343783278179657,1.5086654771576855,1.4246735930708605,1.5485582533378945,473.7090019330872,2201435.554675081,238259.93333333285,119129.96666666643,135.0916539207658,34.14183551222352,-122.4765237650531,37.83271431143845
477913900-7a417bc4a-a0e2-d946-c816-b517c01469bf-01702a3a2e88,477913900,24631.953333333335,154180,326.07147333333364,HKG,tanker.oil,80dd3a03,3e4a7419,7a417bc4a-a0e2-d946-c816-b517c01469bf,4,4,RAS TANURA,SAU,LONG BEACH,USA,2020-02-09,2020-03-26,1017.2655555555564,10874.00960006199,6820.1064431032355,0.12007879201132102,0.36824197911149414,159.5449912998247,10.571230487285519,6.439625467779122,7.399490824307157,4.392744533498167,4.774722319019748,2148.6560770702063,10760221.947555415,863023.2749999998,345370.0833333333,50.08208470675395,26.93082178593199,-118.20358504750276,33.70254110760256
636018205-a75f61db3-3a8b-7b6b-004d-b2c514143a94-016a9d7dbb40,636018205,15518.346666666666,82077,271.53776000000016,LBR,tanker.oil,80858427,106c8e07,a75f61db3-3a8b-7b6b-004d-b2c514143a94,4,4,AGBAMI FPSO,NGA,SAUSALITO,USA,2019-05-09,2019-06-23,1083.86388888889,11782.238573522794,4721.8244563426615,0.0829805748137919,0.2534756452672438,106.32400622714505,29.48218939536539,4.429289121393122,5.04047612499831,4.591706545045204,4.990985375049134,1487.5958710996288,6830835.692348169,931236.7111111111,346040.05555555585,5.568706183475579,3.4857683087059623,-122.4765237650531,37.83271431143845
538002279-c4114be70-0ecc-b8f4-a703-780a1b493a9b-016345d01980,538002279,11722.753333333334,40343,225.3105399999999,MHL,tanker.oil,80858427,8fd4bd53,c4114be70-0ecc-b8f4-a703-780a1b493a9b,4,4,ESMERALDAS,ECU,SAUSALITO,USA,2018-05-09,2018-05-21,290.20277777777807,3546.01307621589,1140.774991840509,0.019119498003017488,0.06093391041763738,25.876897513472066,7.123611618801041,1.0399272861944564,1.1723243243240404,1.0997257674523364,1.195354095056887,359.39802479813784,1733183.9020287695,162506.55555555562,81264.77777777781,-79.73060588650867,1.0394470107655573,-122.4765237650531,37.83271431143845
311000225-eda545f04-45ce-3d2d-7bfb-c8a5688eb519-019b4832bf60,311000225,12580.9,60205,234.67047999999986,BHS,tanker.oil,80858427,31da0089,eda545f04-45ce-3d2d-7bfb-c8a5688eb519,4,4,TANJUNG PELEPAS,MYS,SAUSALITO,USA,2025-12-22,2026-02-06,1101.6011111111138,8439.607245408315,2948.3394393923377,0.047567378822479495,0.1548849916398376,61.59752640545378,4.569425556003266,2.566976546092303,2.8423823838762625,1.7535218959212484,1.9060020607839647,928.8643364887105,3800800.4466583002,740630.066666666,355281.01111111155,103.55880534221802,1.218727885210637,-122.4765237650531,37.83271431143845
247301100-fbc8c8a85-515c-ed21-ce92-825981b887c0-015782a32728,247301100,18599.79032900433,81499,274.71163333333305,ITA,tanker.oil,80dd3a07,3587f307,fbc8c8a85-515c-ed21-ce92-825981b887c0,4,4,BAYUQUAN,CHN,LONG BEACH,USA,2016-10-01,2016-10-27,579.2436111111107,6339.738061328143,2879.6752823205925,0.050073016419664294,0.15429631925340215,65.46524648828188,17.981026403772123,2.676999976251567,3.056792451836673,2.7977623539449827,3.04104603689672,907.233091665261,4290870.558077795,491891.19722222316,188464.6388888889,121.95227832641959,40.21045383396442,-118.19662979650442,33.7089787584379
636019074-c256dae57-7be1-d6ea-63c8-47cf676eef2d-016d9fe21568,636019074,11186.666666666666,41185.74333333333,211.39799999999983,LBR,tanker.oil,80dd3a03,356dd79d,c256dae57-7be1-d6ea-63c8-47cf676eef2d,4,4,YEOSU,KOR,LONG BEACH,USA,2019-10-06,2019-10-25,425.8219444444444,5252.320895545527,1673.9102737328574,0.028353250041217845,0.09005865959774317,38.26113147313108,10.452804907722689,1.5392041683453934,1.7391512362160826,1.6263774758937717,1.76780160423236,527.36083544304,2562558.2409701636,237964.53333333344,119796.72222222226,127.82118171430388,34.70638162455924,-118.20358504750276,33.70254110760256
309562000-be73ab916-619e-b3b0-91a9-e9bb06fc784c-015625ea66f0,309562000,8772.880097354497,28546,198.62372040816345,BHS,tanker.oil,80dd39fb,5ee08bfd,be73ab916-619e-b3b0-91a9-e9bb06fc784c,4,4,VANINO,RUS,LONG BEACH,USA,2016-07-26,2016-08-11,159.04000000000002,1901.3674371212312,468.16053855811055,0.007688132825064989,0.02484893791952183,9.338586750378497,2.923313662977899,0.41859302393893316,0.4678176317991074,0.44540465597106166,0.48413549562071934,147.4926154683522,675292.6090465438,81295.87500000001,42940.79999999999,140.33540463694206,49.07847582292011,-118.21489914248001,33.69959592183292
636015177-361119734-4af6-1627-9fd8-4732d52a6fd9-014c3491be88,636015177,13264.233333333334,61237,248.35842951613935,LBR,tanker.oil,80dd3af5,8fd4bd4d,361119734-4af6-1627-9fd8-4732d52a6fd9,4,4,ESMERALDAS,ECU,LONG BEACH,USA,2015-03-20,2015-03-30,251.6069444444444,2958.3528811096126,960.7282571429608,0.015740065993430065,0.05028788233059675,21.113086348847784,5.998821666226463,0.8554345298135188,0.9566330869320027,0.9047380482679583,0.9834109220303889,302.67452249880535,1380572.8244388825,173608.79166666672,70449.94444444442,-79.72606140905599,1.039208510366523,-118.15423106909324,33.69769763769629
565134000-e413961d7-7846-b4c5-b05d-3df612013991-014e1f3e3f50,565134000,11352.326666666666,42011,208.18778836144477,SGP,tanker.oil,80dd39fb,3567d3e7,e413961d7-7846-b4c5-b05d-3df612013991,4,4,ULSAN,KOR,LONG BEACH,USA,2015-06-23,2015-07-11,417.98722222222216,5130.104771523521,1594.3752053025837,0.026725342856159483,0.08517416772067274,36.07707555418297,9.95606501375228,1.4526586179392114,1.6371512735737244,1.5363981991061513,1.669998042506687,502.30348522702434,2408881.571076573,234053.78888888884,117058.19999999998,129.39514084909132,35.44154714524053,-118.21489914248001,33.69959592183292
210063000-d949eaf31-1ba5-f102-a183-bfb9b3f2f2ae-018543916c10,210063000,10147.06,42010,221.06088666666648,CYP,tanker.oil,80dd39e3,356c2ca5,d949eaf31-1ba5-f102-a183-bfb9b3f2f2ae,4,4,YEOSU,KOR,LONG BEACH,USA,2022-12-24,2023-01-12,461.90416666666715,5377.578916254184,1463.4996114214982,0.024006193746845397,0.07724532625517747,32.08887696641918,2.2683468120582235,1.3063899236490415,1.4598478681350744,0.8950517387495742,0.9728823247277978,461.0712409909976,2097224.7791414815,258651.5944444443,129350.01111111103,127.99189922013825,34.596741174928574,-118.21901884250401,33.701226547239806
372939000-893234bd8-8694-d5dc-d264-ad64d910ca8e-017bb5fe3508,372939000,12208.44,56172,241.29618142675545,PAN,tanker.oil,80dd3af5,3567d0b7,893234bd8-8694-d5dc-d264-ad64d910ca8e,4,4,ULSAN,KOR,LONG BEACH,USA,2021-09-05,2021-09-24,458.7061111111115,5467.728263616909,1762.9184995072624,0.0292474559062895,0.09333662982287257,46.2129066503833,2.7323929013721053,1.5887770138663457,1.7788675021286087,1.089961104135391,1.1847403305819448,555.4021367357602,2571540.502577015,316671.8444444445,128689.3444444443,129.46738339840297,35.40544208256394,-118.15423106909324,33.69769763769629
538006702-2d56241f2-2672-6c13-8f97-cb6c3c3d5de8-0159344fe7a8,538006702,17212.706666666665,82515,286.06198666666666,MHL,tanker.oil,80dd3af5,31da2479,2d56241f2-2672-6c13-8f97-cb6c3c3d5de8,4,4,SINGAPORE,SGP,LONG BEACH,USA,2016-12-25,2017-01-24,719.1741666666671,8263.406984791667,3523.6553691344075,0.061347062660398716,0.18847549601386143,80.1305674094873,22.001800745549243,3.2941810792468065,3.7420827256205316,3.4205625582771573,3.7180027807360427,1110.1169161912521,5240997.570889392,618081.033333333,216660.58333333328,104.00991278890096,1.282413944362309,-118.15423106909324,33.69769763769629
538009781-a4843d748-8f87-8d11-ec88-4df05dc6fdc8-01962b044008,538009781,10085.948831268444,36843.20240705775,192.22260359538492,MHL,tanker.oil,80dd39e3,86b1d54d,a4843d748-8f87-8d11-ec88-4df05dc6fdc8,4,4,PICHILINGUE,MEX,LONG BEACH,USA,2025-04-12,2025-04-16,93.35777777777787,1064.1162590607858,302.45765073222134,0.0050080976599702984,0.016092428095058915,6.701628847914472,0.46879612466257825,0.2720159357191514,0.3049832355290118,0.1867200833631428,0.20295661235124182,95.28840251856555,439692.6596764639,51947.89444444436,26520.133333333317,-110.33200920561819,24.266405308069302,-118.21901884250401,33.701226547239806
538004833-8db0259ce-ee6e-a453-0900-b51024f1126a-0159fdde6680,538004833,30290.253333333334,162960,323.8752866666664,MLT,tanker.oil,80dd3af5,3e4a763f,8db0259ce-ee6e-a453-0900-b51024f1126a,4,4,RAS TANURA,SAU,LONG BEACH,USA,2017-02-02,2017-03-16,888.4494444444452,10260.832889835947,7743.620275164694,0.13846810576946275,0.4226292566594573,185.79856641584436,48.35840122631491,7.433974141270063,8.585813468005039,7.733984654237591,8.40650505895389,2439.608026648098,12757765.145844538,752552.3749999999,307582.4999999999,50.03559876292676,26.944096297934685,-118.15423106909324,33.69769763769629
311040100-70c7f91a2-296a-08bb-abd9-2132d6e4ee72-014c1b61bf08,311040100,12727.066666666668,56326,235.0672333333331,BHS,tanker.oil,80dd3a63,8fa504d7,70c7f91a2-296a-08bb-abd9-2132d6e4ee72,4,4,PUERTO ARMUELLES,PAN,LONG BEACH,USA,2015-03-15,2015-03-24,233.87083333333334,2686.881080802755,897.4631064432448,0.014882475255177463,0.047346451321250684,23.428090695649253,5.60379730949523,0.8071530256104308,0.9050505091055487,0.852572863027394,0.9267096337254274,282.74303185289966,1301599.696166528,161691.15833333347,65658.53333333334,-82.78142179179348,8.251428048256082,-118.16035461425273,33.70596953448991
241529000-6dc081544-419d-30bb-0b2d-15238472fe7a-0172e1d61050,241529000,9742.957575757575,42983,213.96362818120352,GRC,tanker.oil,80dd3a03,3597ce01,6dc081544-419d-30bb-0b2d-15238472fe7a,4,4,QINGDAO,CHN,LONG BEACH,USA,2020-06-23,2020-07-10,325.5455555555557,4633.037189572513,1496.183782719622,0.02596654949468055,0.08188908084665886,35.26626120433913,2.3191286526291517,1.4105090079673386,1.6006687962504778,0.9691822729645124,1.0534589923527309,471.36876411490675,2395255.5559894964,182305.51111111097,91152.75555555549,120.99034720400671,35.8704920048345,-118.20358504750276,33.70254110760256
477181600-743f2b3c5-5dfc-7102-b6e8-6c7755b8e2e4-019bb8d2f640,477181600,27614.066666666666,165209,323.5420133333334,HKG,tanker.oil,80dd3af5,3ef467d1,743f2b3c5-5dfc-7102-b6e8-6c7755b8e2e4,4,4,KHOR FAKKAN,ARE,LONG BEACH,USA,2026-01-13,2026-02-24,1011.0280555555553,11828.537805764887,8241.765730850879,0.14376164557129273,0.44455786256683105,193.156867344275,12.775122450882725,7.7407775782764165,8.888166124094592,5.302106324788403,5.763159048683054,2596.5471610464865,13172135.488329466,893283.5388888896,424628.4722222218,56.597354046069434,25.36762637562535,-118.15423106909324,33.69769763769629
232012789-3ca2e947d-d527-0172-970e-829d962779c5-016326c327d0,232012789,27205.753333333334,81394,313.65057333333334,IMN,tanker.oil,80dd3af5,3e4a7413,3ca2e947d-d527-0172-970e-829d962779c5,4,4,RAS TANURA,SAU,LONG BEACH,USA,2018-05-03,2018-06-10,916.346944444445,11567.83239451703,7965.020152167179,0.14041006265036282,0.4317698925442269,177.28979094853366,49.7405801288498,7.5882104385001385,8.701849683605714,7.895976997278618,8.582583692694145,2509.3592441949213,13100487.940064637,787439.4416666663,276474.4722222226,50.08609542304764,26.92486453685623,-118.15423106909324,33.69769763769629
229738000-58a6fcdfb-b7e7-927a-d54f-bec6aac0972f-01633986baa8,229738000,11321.314666666667,10203,144.5,MLT,tanker.oil,80dd39e3,34531b7f,58a6fcdfb-b7e7-927a-d54f-bec6aac0972f,4,4,NINGBO,CHN,LONG BEACH,USA,2018-05-07,2018-05-22,374.4286111111109,6288.285563384063,1816.372123680966,0.03357181987587178,0.10126952524595793,43.10987970162884,11.34254624077169,1.8122437754232732,2.08301917557454,1.866432670449794,2.0287311635323833,572.2431251816837,3171072.533979667,183489.8583333334,162.63888888888889,122.44978193547318,29.663633144127804,-118.21901884250401,33.701226547239806
